source,id,year,title,doi,language,url
MED,39926367,2025,"Development, validation, and clinical application of a machine learning model for risk stratification and management of cervical cancer screening based on full-genotyping hrHPV test (SMART-HPV): a modelling study.",10.1016/j.lanwpc.2025.101480,eng,https://pubmed.ncbi.nlm.nih.gov/39926367/
MED,39666915,2024,Development and Clinical Validation of Visual Inspection With Acetic Acid Application-Artificial Intelligence Tool Using Cervical Images in Screen-and-Treat Visual Screening for Cervical Cancer in South India: A Pilot Study.,10.1200/go.24.00146,eng,https://pubmed.ncbi.nlm.nih.gov/39666915/
MED,41708854,2026,Clinical-grade autonomous cytopathology through whole-slide edge tomography.,10.1038/s41586-025-10094-y,eng,https://pubmed.ncbi.nlm.nih.gov/41708854/
MED,42724991,2026,Development and internal validation of a multimodal MRI-FNAC radiomics-pathomics model for predicting cervical lymph node metastasis in papillary thyroid carcinoma.,10.21037/gs-2026-0241,eng,https://pubmed.ncbi.nlm.nih.gov/42724991/
MED,40448246,2025,Molecular detection of hrHPV-induced high-grade squamous intraepithelial lesions of the cervix through a targeted RNA next generation sequencing assay.,10.1186/s10020-025-01238-x,eng,https://pubmed.ncbi.nlm.nih.gov/40448246/
MED,40994951,2025,"Research progress of artificial intelligence in the early screening, diagnosis, precise treatment and prognosis prediction of three central gynecological malignancies.",10.3389/fonc.2025.1648407,eng,https://pubmed.ncbi.nlm.nih.gov/40994951/
MED,42021319,2026,Modelling the epidemic dynamics of HPV among women in China and optimization of ongoing cervical cancer elimination strategies.,10.1186/s12916-026-04881-1,eng,https://pubmed.ncbi.nlm.nih.gov/42021319/
MED,40964107,2025,[TruScreen Combined With High-Risk Human Papillomavirus Testing vs Thinprep Cytology Test Combined With High-Risk Human Papillomavirus Testing for Cervical Cancer Screening: A Comparative Clinical Study].,10.12182/20250560609,chi,https://pubmed.ncbi.nlm.nih.gov/40964107/
PPR,PPR1176012,2026,Dataset of multi-focus (Z-stack) images derived from liquid-based cervical cancer cytology specimens,10.12688/f1000research.179164.1,,https://europepmc.org/article/PPR/PPR1176012
MED,40361447,2025,Multi-Modal Graph Neural Networks for Colposcopy Data Classification and Visualization.,10.3390/cancers17091521,eng,https://pubmed.ncbi.nlm.nih.gov/40361447/
MED,40150733,2025,Integrated Machine Learning Algorithms-Enhanced Predication for Cervical Cancer from Mass Spectrometry-Based Proteomics Data.,10.3390/bioengineering12030269,eng,https://pubmed.ncbi.nlm.nih.gov/40150733/
MED,40900798,2025,"Hybrid feature fusion in cervical cancer cytology: a novel dual-module approach framework for lesion detection and classification using radiomics, deep learning, and reproducibility.",10.3389/fonc.2025.1595980,eng,https://pubmed.ncbi.nlm.nih.gov/40900798/
MED,41018091,2025,Leveraging deep learning for early detection of cervical cancer and dysplasia in China using U-NET++ and RepVGG networks.,10.3389/fonc.2025.1624111,eng,https://pubmed.ncbi.nlm.nih.gov/41018091/
MED,38937664,2024,Clinical evaluation of an artificial intelligence-assisted cytological system among screening strategies for a cervical cancer high-risk population.,10.1186/s12885-024-12532-y,eng,https://pubmed.ncbi.nlm.nih.gov/38937664/
MED,39847948,2025,A multimodal deep learning model for cervical pre-cancers and cancers prediction: Development and internal validation study.,10.1016/j.compbiomed.2025.109710,eng,https://pubmed.ncbi.nlm.nih.gov/39847948/
MED,41374457,2025,AI-Driven Advances in Women's Health Diagnostics: Current Applications and Future Directions.,10.3390/diagnostics15233076,eng,https://pubmed.ncbi.nlm.nih.gov/41374457/
MED,42067706,2026,Diagnostic performance of artificial intelligence for identification of cervical spine fractures: a systematic review and meta-analysis.,10.1007/s10140-026-02477-z,eng,https://pubmed.ncbi.nlm.nih.gov/42067706/
MED,40163848,2025,AI-Based Identification Method for Cervical Transformation Zone Within Digital Colposcopy: Development and Multicenter Validation Study.,10.2196/69672,eng,https://pubmed.ncbi.nlm.nih.gov/40163848/
MED,42377457,2026,Machine learning-assisted SERS for rapid and accurate early screening of cervical cancer.,10.1007/s00216-026-06619-7,eng,https://pubmed.ncbi.nlm.nih.gov/42377457/
MED,41884887,2026,Automated acquisition of explainable knowledge from unannotated colposcopic images for predicting the natural course of CIN2.,10.1002/ijgo.70976,eng,https://pubmed.ncbi.nlm.nih.gov/41884887/
MED,40387263,2025,Implementing 100% quality control in a cervical cytology workflow using whole slide images and artificial intelligence provided by the Techcyte SureView™ System.,10.1002/cncy.70019,eng,https://pubmed.ncbi.nlm.nih.gov/40387263/
MED,39297572,2024,Artificial intelligence strengthens cervical cancer screening - present and future.,10.20892/j.issn.2095-3941.2024.0198,eng,https://pubmed.ncbi.nlm.nih.gov/39297572/
MED,41750679,2026,Quantitative Texture Analysis of Cervical Cytology Identifies Endometrial Lesions in Atypical Glandular Cells on Liquid-Based Cytology: A Pilot Study.,10.3390/diagnostics16040531,eng,https://pubmed.ncbi.nlm.nih.gov/41750679/
MED,39464249,2024,The Future of Cervical Cancer Screening.,10.2147/ijwh.s474571,eng,https://pubmed.ncbi.nlm.nih.gov/39464249/
MED,41786801,2026,Enhanced cervical cancer diagnosis using a novel Bayesian fusion ensemble method with explainable AI.,10.1038/s41598-026-35334-7,eng,https://pubmed.ncbi.nlm.nih.gov/41786801/
MED,39732723,2024,BMT: A Cross-Validated ThinPrep Pap Cervical Cytology Dataset for Machine Learning Model Training and Validation.,10.1038/s41597-024-04328-3,eng,https://pubmed.ncbi.nlm.nih.gov/39732723/
MED,41185866,2025,A Review on the Applications of Artificial Intelligence for Diagnosing and Treating Cervical Cancer.,10.2147/ijwh.s551976,eng,https://pubmed.ncbi.nlm.nih.gov/41185866/
MED,39456634,2024,Artificial Intelligence and Colposcopy: Automatic Identification of Vaginal Squamous Cell Carcinoma Precursors.,10.3390/cancers16203540,eng,https://pubmed.ncbi.nlm.nih.gov/39456634/
MED,42318942,2026,Blood-based Biomarkers in Cervical Cancer: The Emerging Role of Circulating Human Papillomavirus and Tumor Deoxyribonucleic Acid.,10.4103/aam.aam_138_26,fre,https://pubmed.ncbi.nlm.nih.gov/42318942/
MED,40554577,2025,Patient acceptability of CITOBOT for cervical cancer screening: A mixed-method study.,10.1371/journal.pone.0325805,eng,https://pubmed.ncbi.nlm.nih.gov/40554577/
MED,41762091,2026,Prevention and Diagnosis of Cervical Cancers in the UK and Europe: What Have We Learned in the Last 10 Years and What Is Next?,10.31083/bjhm50727,eng,https://pubmed.ncbi.nlm.nih.gov/41762091/
MED,42283742,2026,Cell-specific multi-target mechanisms of cotinine in cervical cancer oncogenesis and progression.,10.1007/s12672-026-05375-5,eng,https://pubmed.ncbi.nlm.nih.gov/42283742/
MED,41866425,2026,Validation of conformal prediction in cervical atypia classification.,10.1038/s41598-026-44850-5,eng,https://pubmed.ncbi.nlm.nih.gov/41866425/
MED,40949597,2025,Prediction Models of Microinvasive Cervical Cancer in High-Grade Squamous Intraepithelial Lesion Treatment by Loop Electrosurgical Excision Procedure.,10.2147/rmhp.s536347,eng,https://pubmed.ncbi.nlm.nih.gov/40949597/
MED,36629131,2023,Application of EfficientNet-B0 and GRU-based deep learning on classifying the colposcopy diagnosis of precancerous cervical lesions.,10.1002/cam4.5581,eng,https://pubmed.ncbi.nlm.nih.gov/36629131/
MED,40113403,2025,[Diagnostic performance evaluation of artificial intelligence-assisted diagnostic systems in cervical cytopathological examination].,10.3760/cma.j.cn112338-20240711-00412,chi,https://pubmed.ncbi.nlm.nih.gov/40113403/
MED,42446903,2026,Global trends and insights in cervical cancer research: a bibliometric analysis from 2000 to 2024.,10.1530/raf-25-0174,eng,https://pubmed.ncbi.nlm.nih.gov/42446903/
PPR,PPR1279996,2026,"A Novel AJAD-BoostNet Framework for Histopathological Lung and Cervical Cancer Classification Using Deep Feature Learning, K-Means Clustering, and XGBoost",10.21203/rs.3.rs-10368856/v1,,https://europepmc.org/article/PPR/PPR1279996
PPR,PPR844759,2024,RISK STRATIFIED MANAGEMENT OF CERVICAL HIGH-GRADE SQUAMOUS INTRAEPITHELIAL LESION BASED ON MACHINE LEARNING,10.22541/au.171427949.90007751/v1,,https://europepmc.org/article/PPR/PPR844759
PPR,PPR671176,2023,EARLY DETECTION OF CERVICAL CANCER WITH THE USE OF COLPOSCOPIC IMAGES BASED ON CONVOLUTIONAL NEURAL NETWORK,10.22541/au.168598999.97896734/v1,,https://europepmc.org/article/PPR/PPR671176
MED,41931971,2026,Emerging frontiers in cervical cancer diagnostics: Recent innovations in biosensors for HPV detection.,10.1016/j.talanta.2026.129750,eng,https://pubmed.ncbi.nlm.nih.gov/41931971/
MED,40943384,2025,Cervical Cancer in the Era of HPV: Translating Molecular Mechanisms into Preventive Public Health Action.,10.3390/ijms26178463,eng,https://pubmed.ncbi.nlm.nih.gov/40943384/
MED,42277262,2026,Deep neural architecture empowered by explainable artificial intelligence for accurate and early diagnosis of gynaecological cancer using medical images.,10.1038/s41598-026-57070-8,eng,https://pubmed.ncbi.nlm.nih.gov/42277262/
MED,41981007,2026,Integrated computational screening of FDA-approved anticancer drugs as novel HPV-16 E6 inhibitors in cervical cancer.,10.1038/s41598-026-42656-z,eng,https://pubmed.ncbi.nlm.nih.gov/41981007/
MED,40749409,2025,Real-time detection of premalignant cervical lesion using Artificial Intelligence (AI) model in multispectral imaging system.,10.1016/j.ejogrb.2025.114579,eng,https://pubmed.ncbi.nlm.nih.gov/40749409/
PPR,PPR957009,2024,Deep Residual Squeeze-and-Excitation Network for Colposcopy Image Classification,10.20944/preprints202412.1621.v1,,https://europepmc.org/article/PPR/PPR957009
MED,38734714,2024,Enhancing cervical cancer detection and robust classification through a fusion of deep learning models.,10.1038/s41598-024-61063-w,eng,https://pubmed.ncbi.nlm.nih.gov/38734714/
PPR,PPR1269606,2026,Integrating Quantitative Histology with Clinical Data Improves Prediction of Cervical Intraepithelial Neoplasia Regression,10.64898/2026.01.21.26344510,,https://europepmc.org/article/PPR/PPR1269606
MED,39145263,2024,Diagnostic Efficacy of Enhanced Visual Assessment [Visual Check] for Triaging Cervical Cancer Screen Positive Women.,10.4103/jmh.jmh_204_23,eng,https://pubmed.ncbi.nlm.nih.gov/39145263/
MED,41220231,2026,"Cytopathology in Taiwan: Historical Perspectives, Current Practices, and Future Directions.",10.1002/dc.70048,eng,https://pubmed.ncbi.nlm.nih.gov/41220231/
MED,40181353,2025,CausalCervixNet: convolutional neural networks with causal insight (CICNN) in cervical cancer cell classification-leveraging deep learning models for enhanced diagnostic accuracy.,10.1186/s12885-025-13926-2,eng,https://pubmed.ncbi.nlm.nih.gov/40181353/
MED,40941687,2025,Clinical and Virological Profiles Associated with CINTEC&lt;sup&gt;®&lt;/sup&gt; PLUS Positivity: A Data-Driven Clustering and Modeling Study.,10.3390/diagnostics15172200,eng,https://pubmed.ncbi.nlm.nih.gov/40941687/
MED,41921107,2026,Factors Influencing Universal Coverage of AI-Assisted Cervical Cancer Screening: Qualitative Study Based on the Macro Model of Health System.,10.2196/75372,eng,https://pubmed.ncbi.nlm.nih.gov/41921107/
MED,40252816,2025,Surface-Enhanced Raman Scattering (SERS) combined with machine learning enables accurate diagnosis of cervical cancer: From molecule to cell to tissue level.,10.1016/j.critrevonc.2025.104736,eng,https://pubmed.ncbi.nlm.nih.gov/40252816/
MED,41838284,2026,An integrated microfluidic system for automatic and self-validated analysis of cervical extracellular vesicle markers PD-L1 and ERBB3.,10.1007/s44211-026-00871-8,eng,https://pubmed.ncbi.nlm.nih.gov/41838284/
MED,40277295,2025,Artificial intelligence in the diagnosis and management of gynecologic cancer.,10.1002/ijgo.70094,eng,https://pubmed.ncbi.nlm.nih.gov/40277295/
MED,39939021,2025,[Construction and preliminary validation of machine learning predictive models for cervical cancer screening based on human DNA methylation].,10.3760/cma.j.cn112152-20230925-00156,chi,https://pubmed.ncbi.nlm.nih.gov/39939021/
MED,40543043,2025,Assessment of the efficacy and accuracy of cervical cytology screening with the Hologic Genius Digital Diagnostics System.,10.1002/cncy.70022,eng,https://pubmed.ncbi.nlm.nih.gov/40543043/
MED,34979436,2022,"Deep learning based cervical screening by the cross-modal integration of colposcopy, cytology, and HPV test.",10.1016/j.ijmedinf.2021.104675,eng,https://pubmed.ncbi.nlm.nih.gov/34979436/
PPR,PPR947430,2024,Multi-Modal Deep Learning Architecture for Improved Colposcopy Image Classification,10.21203/rs.3.rs-5372093/v1,,https://europepmc.org/article/PPR/PPR947430
MED,39356713,2024,Assessing generalizability of an AI-based visual test for cervical cancer screening.,10.1371/journal.pdig.0000364,eng,https://pubmed.ncbi.nlm.nih.gov/39356713/
MED,40490892,2025,DNA methylation biomarkers for cervical cancer risk prediction in HIV-positive Nigerian women.,10.1002/ijc.35502,eng,https://pubmed.ncbi.nlm.nih.gov/40490892/
MED,41007621,2025,Machine Learning Prediction of Short Cervix in Mid-Pregnancy Based on Multimodal Data from the First-Trimester Screening Period: An Observational Study in a High-Risk Population.,10.3390/biomedicines13092057,eng,https://pubmed.ncbi.nlm.nih.gov/41007621/
MED,37845724,2023,Validation in Zambia of a cervical screening strategy including HPV genotyping and artificial intelligence (AI)-based automated visual evaluation.,10.1186/s13027-023-00536-5,eng,https://pubmed.ncbi.nlm.nih.gov/37845724/
MED,40095808,2025,Diagnostic Accuracy of Artificial Intelligence vs. Oncologist Interpretation in Digital Cervicography for Abnormal Cervical Cytology.,10.3390/jcm14051763,eng,https://pubmed.ncbi.nlm.nih.gov/40095808/
MED,41890225,2026,An auxiliary diagnosis model for the pathological classification of cervical cancer based on radiomics biomarkers.,10.3389/fgene.2026.1685927,eng,https://pubmed.ncbi.nlm.nih.gov/41890225/
MED,41596025,2026,Deep Learning-Based Detection of Carotid Artery Atheromas in Panoramic Radiographs.,10.3390/bioengineering13010095,eng,https://pubmed.ncbi.nlm.nih.gov/41596025/
PPR,PPR935431,2024,Multi-Modal Deep Learning Architecture for Improved Colposcopy Image Classification,10.20944/preprints202411.0150.v1,,https://europepmc.org/article/PPR/PPR935431
MED,41066921,2026,Artificial intelligence generated visual communication improves comprehension and adherence in cervical cancer screening: a randomized controlled study.,10.1016/j.ijmedinf.2025.106134,eng,https://pubmed.ncbi.nlm.nih.gov/41066921/
PPR,PPR1277763,2026,First-Trimester Non-Invasive Prediction of Preterm Birth Using Cell-Free DNA Fragmentomics,10.64898/2026.07.07.736241,,https://europepmc.org/article/PPR/PPR1277763
MED,39669100,2025,Automated Image Clarity Detection for the Improvement of Colposcopy Imaging with Multiple Devices.,10.1016/j.bspc.2024.106948,eng,https://pubmed.ncbi.nlm.nih.gov/39669100/
MED,41019376,2025,"&lt;i&gt;Lactobacillus&lt;/i&gt;-rich cervicovaginal microbiome associated with lower BV, HPV, and cytology outcomes in women.",10.1016/j.isci.2025.113473,eng,https://pubmed.ncbi.nlm.nih.gov/41019376/
MED,41249960,2025,SegResDeiT: a hybrid SegNet-ResNet-50-DeiT framework for automated cervical cancer segmentation and classification.,10.1186/s12880-025-02001-8,eng,https://pubmed.ncbi.nlm.nih.gov/41249960/
MED,37040222,2023,Extent of use of artificial intelligence & machine learning protocols in cancer diagnosis: A scoping review.,10.4103/ijmr.ijmr_555_20,eng,https://pubmed.ncbi.nlm.nih.gov/37040222/
MED,40736284,2025,Artificial intelligence and machine learning in the management of patients with degenerative cervical myelopathy: a systematic review.,10.23736/s0390-5616.25.06504-x,eng,https://pubmed.ncbi.nlm.nih.gov/40736284/
MED,40159023,2025,[Advances in cytopathology in China over the past ten years: retrospect and prospect].,10.3760/cma.j.cn112151-20241126-00786,chi,https://pubmed.ncbi.nlm.nih.gov/40159023/
MED,41120567,2025,Advancements in fusion-based deep representation learning for enhanced cervical precancerous lesion classification using biomedical image analysis.,10.1038/s41598-025-20693-4,eng,https://pubmed.ncbi.nlm.nih.gov/41120567/
MED,40919255,2025,Deep dive into deep learning methods for cervical cancer detection and classification.,10.5603/rpor.106148,eng,https://pubmed.ncbi.nlm.nih.gov/40919255/
MED,42131411,2026,Blood-based predictive biomarkers for preterm birth: Redefining risk stratification in modern perinatal care.,10.4103/tcmj.tcmj-d-25-00042,eng,https://pubmed.ncbi.nlm.nih.gov/42131411/
MED,35712722,2022,Chronic Cervicitis and Cervical Cancer Detection Based on Deep Learning of Colposcopy Images Toward Translational Pharmacology.,10.3389/fphar.2022.911962,eng,https://pubmed.ncbi.nlm.nih.gov/35712722/
PPR,PPR1077752,2025,Systematic Literature Review: Machine Learning Approaches in Cervical Cancer Prediction,10.20944/preprints202509.0205.v1,,https://europepmc.org/article/PPR/PPR1077752
MED,40420148,2025,Cervical cancer screening uptake and its associated factor in Sub-Sharan Africa: a machine learning approach.,10.1186/s12911-025-03039-y,eng,https://pubmed.ncbi.nlm.nih.gov/40420148/
MED,41417998,2025,Cell-Level Free Cervical Lesion Detection in Cytology Images Via Weakly Supervised Self-Correction.,10.1109/jbhi.2025.3646371,eng,https://pubmed.ncbi.nlm.nih.gov/41417998/
MED,38713522,2024,Deep Learning Diagnostic Classification of Cervical Images to Augment Colposcopic Impression.,10.1097/lgt.0000000000000815,eng,https://pubmed.ncbi.nlm.nih.gov/38713522/
PPR,PPR1208851,2026,A DNA Methylation–based Computational Framework for Tumour–microenvironment State Inference and Molecular Stratification,10.21203/rs.3.rs-8708919/v1,,https://europepmc.org/article/PPR/PPR1208851
MED,36552907,2022,Pap Smear Images Classification Using Machine Learning: A Literature Matrix.,10.3390/diagnostics12122900,eng,https://pubmed.ncbi.nlm.nih.gov/36552907/
MED,38792544,2024,Artificial Intelligence and Colposcopy: Automatic Identification of Cervical Squamous Cell Carcinoma Precursors.,10.3390/jcm13103003,eng,https://pubmed.ncbi.nlm.nih.gov/38792544/
MED,42080131,2026,A cell comparative multiple instance learning network guided by image quality assessment for cervical whole slide image classification.,10.1016/j.isci.2026.115561,eng,https://pubmed.ncbi.nlm.nih.gov/42080131/
MED,38975502,2024,A Narrative Review on the Clinical Utility of Electrical Impedance Spectroscopy for Diagnosing High-Grade Cervical Intraepithelial Neoplasia.,10.7759/cureus.61784,eng,https://pubmed.ncbi.nlm.nih.gov/38975502/
MED,40989430,2025,HMCFormer (hierarchical multi-scale convolutional transformer): a hybrid CNN+Transformer network for intelligent VIA screening.,10.7717/peerj-cs.3088,eng,https://pubmed.ncbi.nlm.nih.gov/40989430/
MED,41514380,2026,Machine learning-driven proteomics classifier deciphers tumor origins of primary and metastatic squamous cell carcinomas.,10.1186/s40364-025-00885-w,eng,https://pubmed.ncbi.nlm.nih.gov/41514380/
MED,41530249,2026,Deep learning-based automatic segmentation and classification for cervical cancer detection using an improved U-Net and ensemble methods.,10.1038/s41598-026-35299-7,eng,https://pubmed.ncbi.nlm.nih.gov/41530249/
MED,42396591,2026,Identification of genes associated with cervical intervertebral disc degeneration and immune cell infiltration.,10.3389/fsurg.2026.1798328,eng,https://pubmed.ncbi.nlm.nih.gov/42396591/
MED,42404488,2026,Risk stratification for postoperative hematoma following anterior cervical spine surgery: a machine learning approach.,10.1016/j.xnsj.2026.100909,eng,https://pubmed.ncbi.nlm.nih.gov/42404488/
MED,42477639,2026,Screening of shared molecular markers between cervical cancer and major depressive disorder and the mechanism of CRAT/CLIC4 regulating EMT in cervical cancer cells.,10.1186/s12885-026-16571-5,eng,https://pubmed.ncbi.nlm.nih.gov/42477639/
PPR,PPR780629,2023,Cervical precancerous lesion and cancer detection on Pap smear image using machine learning algorithm,10.21203/rs.3.rs-3770575/v1,,https://europepmc.org/article/PPR/PPR780629
PPR,PPR1177792,2026,Enhanced Cellular Detection in Cervical Cytopathology: A Systematic Study of YOLOv11 Training Paradigms,10.20944/preprints202604.0827.v1,,https://europepmc.org/article/PPR/PPR1177792
MED,39947984,2025,Diagnostic performance of the hologic genius digital diagnostics system for low-grade squamous intraepithelial lesion (LSIL) ThinPrep papanicolaou tests.,10.1016/j.jasc.2025.01.003,eng,https://pubmed.ncbi.nlm.nih.gov/39947984/
MED,42217237,2026,Optimizing cervical breath sound acquisition protocol in dysphagia patients: an orthogonal experimental study.,10.1080/10749357.2026.2675410,eng,https://pubmed.ncbi.nlm.nih.gov/42217237/
MED,37811597,2024,"Artificial intelligence for cervical cancer screening: Scoping review, 2009-2022.",10.1002/ijgo.15179,eng,https://pubmed.ncbi.nlm.nih.gov/37811597/
PPR,PPR1267312,2026,Machine Learning–Enabled Smartphone CRISPR-Cas12a Lateral Flow Platform for Sensitive Detection of Circulating HPV DNA,10.64898/2026.03.17.26348658,,https://europepmc.org/article/PPR/PPR1267312
MED,40231005,2025,A low-cost platform for automated cervical cytology: addressing health and socioeconomic challenges in low-resource settings.,10.3389/fmedt.2025.1531817,eng,https://pubmed.ncbi.nlm.nih.gov/40231005/
MED,41353855,2025,Drug repurposing in gynaecological cancers: Proven drugs for new challenges.,10.1016/j.biopha.2025.118885,eng,https://pubmed.ncbi.nlm.nih.gov/41353855/
MED,38516853,2024,Improving cervical cancer classification in PAP smear images with enhanced segmentation and deep progressive learning-based techniques.,10.1002/dc.25295,eng,https://pubmed.ncbi.nlm.nih.gov/38516853/
PPR,PPR731731,2023,Assessing generalizability of an AI-based visual test for cervical cancer screening,10.1101/2023.09.26.23295263,,https://europepmc.org/article/PPR/PPR731731
MED,42651968,2026,Predicting Pregnancy After Fixed-Time Artificial Insemination in Goats: Comparative Performance of Multivariable Logistic Regression and Random Forest Models.,10.3390/ani16162563,eng,https://pubmed.ncbi.nlm.nih.gov/42651968/
MED,37318036,2023,Assessing artificial intelligence enabled liquid-based cytology for triaging HPV-positive women: a population-based cross-sectional study.,10.1111/aogs.14611,eng,https://pubmed.ncbi.nlm.nih.gov/37318036/
MED,40722461,2025,AI in Cervical Cancer Cytology Diagnostics: A Narrative Review of Cutting-Edge Studies.,10.3390/bioengineering12070769,eng,https://pubmed.ncbi.nlm.nih.gov/40722461/
MED,39363462,2024,Artificial Intelligence Detection of Cervical Spine Fractures Using Convolutional Neural Network Models.,10.14245/ns.2448580.290,eng,https://pubmed.ncbi.nlm.nih.gov/39363462/
MED,40163382,2025,Deep Learning-Enhanced Hand-Driven Microfluidic Chip for Multiplexed Nucleic Acid Detection Based on RPA/CRISPR.,10.1002/advs.202414918,eng,https://pubmed.ncbi.nlm.nih.gov/40163382/
MED,39335688,2024,A Deep Learning Model for Cervical Optical Coherence Tomography Image Classification.,10.3390/diagnostics14182009,eng,https://pubmed.ncbi.nlm.nih.gov/39335688/
MED,38907959,2024,[Artificial Intelligence: accuracy for the diagnosis of precancerous lesions of the cervix].,,spa,https://pubmed.ncbi.nlm.nih.gov/38907959/
MED,42358990,2026,Global research trends and hotspots in human immunodeficiency virus-associated cervical cancer (1990-2025): a multi-database bibliometric analysis.,10.3389/fimmu.2026.1835957,eng,https://pubmed.ncbi.nlm.nih.gov/42358990/
MED,37518185,2023,A new model based on artificial intelligence to screening preterm birth.,10.1080/14767058.2023.2241100,eng,https://pubmed.ncbi.nlm.nih.gov/37518185/
MED,38923481,2024,HiCervix: An Extensive Hierarchical Dataset and Benchmark for Cervical Cytology Classification.,10.1109/tmi.2024.3419697,eng,https://pubmed.ncbi.nlm.nih.gov/38923481/
PPR,PPR835896,2024,A Cervical Cancer Detection System Using Genetic Algorithm Enhanced Context-Aware Feature Selection,10.21203/rs.3.rs-4184652/v1,,https://europepmc.org/article/PPR/PPR835896
MED,38894217,2024,Cervical Spondylosis Diagnosis Based on Convolutional Neural Network with X-ray Images.,10.3390/s24113428,eng,https://pubmed.ncbi.nlm.nih.gov/38894217/
MED,36973942,2023,Calibration of the Becton Dickinson FocalPoint GS slide profiler is essential for optimal performance: Avoiding the algorithm supersaturation cascade effect pitfall.,10.1002/cncy.22693,eng,https://pubmed.ncbi.nlm.nih.gov/36973942/
PPR,PPR1143322,2026,Machine Learning Models for Preterm Birth Prediction Using Vaginal Microbiome Profiles in a Mexican Cohort,10.20944/preprints202601.0962.v1,,https://europepmc.org/article/PPR/PPR1143322
MED,38800533,2024,Deep feature extraction and fine κ-nearest neighbour for enhanced human papillomavirus detection in cervical cancer - a comprehensive analysis of colposcopy images.,10.5114/wo.2024.139091,eng,https://pubmed.ncbi.nlm.nih.gov/38800533/
PPR,PPR1178703,2026,Screening Performance and Implementation Determinants of an AI-Assisted Visual Inspection application for Cervical Cancer Screening in Rwanda,10.21203/rs.3.rs-9418957/v1,,https://europepmc.org/article/PPR/PPR1178703
MED,38937771,2024,"Acceptability of artificial intelligence for cervical cancer screening in Dschang, Cameroon: a qualitative study on patient perspectives.",10.1186/s12978-024-01828-8,eng,https://pubmed.ncbi.nlm.nih.gov/38937771/
MED,41548887,2026,Multi-Parameter Deep Learning Combined With Fluorescence Lifetime Imaging Microscopy for Non-Invasive and Label-Free Endometrial Cancer Screening.,10.1002/jbio.70228,eng,https://pubmed.ncbi.nlm.nih.gov/41548887/
MED,40961361,2025,Identifying Predictors of Cervical Cancer Screening Uptake in Sub-Saharan Africa Using Machine Learning: Cross-Sectional Study.,10.2196/71677,eng,https://pubmed.ncbi.nlm.nih.gov/40961361/
MED,39078889,2024,Utilising deep learning networks to classify ZEB2 expression images in cervical cancer.,10.12968/hmed.2024.0156,eng,https://pubmed.ncbi.nlm.nih.gov/39078889/
PPR,PPR631182,2023,A Survey on Deep Learning-based Cervical Cytology Screening: from Cell Identification to Whole Slide Image Analysis,10.21203/rs.3.rs-2680912/v1,,https://europepmc.org/article/PPR/PPR631182
PPR,PPR846020,2024,The construction and preliminary validation of methylation haplotype load markers of multiple genes for cervical cancer screenings,10.21203/rs.3.rs-4316829/v1,,https://europepmc.org/article/PPR/PPR846020
MED,39398548,2024,Analysis of effectiveness in an artificial intelligent film reading system combined with liquid based cytology examination for cervical cancer screening.,10.62347/evxv1402,eng,https://pubmed.ncbi.nlm.nih.gov/39398548/
MED,41714366,2026,AI-assisted diagnosis of cervical dysplasia from cervicography images.,10.1038/s41598-026-39192-1,eng,https://pubmed.ncbi.nlm.nih.gov/41714366/
PPR,PPR1021121,2025,Data mining techniques for increasing resolution of refractive index measurements for precise cervical intraepithelial neoplasia and cervical cancer classification,10.21203/rs.3.rs-6388221/v1,,https://europepmc.org/article/PPR/PPR1021121
MED,38588882,2024,Assessment of Efficacy and Accuracy of Cervical Cytology Screening With Artificial Intelligence Assistive System.,10.1016/j.modpat.2024.100486,eng,https://pubmed.ncbi.nlm.nih.gov/38588882/
MED,38100494,2023,Digital health interventions for cervical cancer care: A systematic review and future research opportunities.,10.1371/journal.pone.0296015,eng,https://pubmed.ncbi.nlm.nih.gov/38100494/
PPR,PPR973064,2025,Cervical cancer screening uptake and its associated factor in Sub-Shara Africa: a machine learning approach,10.21203/rs.3.rs-5890984/v1,,https://europepmc.org/article/PPR/PPR973064
PPR,PPR998438,2025,IMATX: An Integrated Multi-Context Pyramidal Framework for Explainable and Interpretable AI Predictions for Real time Clinical Validation in Cervical Cancer Detection,10.21203/rs.3.rs-6232663/v1,,https://europepmc.org/article/PPR/PPR998438
MED,42166060,2026,"ASO Special Article: Proceedings of the Inaugural Joint US-India Cancer Dialogue: Accelerating Collaboration to Advance Cancer Prevention, Early Detection, Treatment, and Care.",10.1245/s10434-026-19813-9,eng,https://pubmed.ncbi.nlm.nih.gov/42166060/
MED,41663331,2026,Leveraging artificial intelligence to decipher gynecologic cytopathology reports: Insights from an exploratory study for possible use in patient portals.,10.1002/cncy.70077,eng,https://pubmed.ncbi.nlm.nih.gov/41663331/
MED,41349438,2026,The added value of radiomic analysis for predicting spontaneous preterm birth in the first trimester.,10.1016/j.cmpb.2025.109181,eng,https://pubmed.ncbi.nlm.nih.gov/41349438/
MED,35885598,2022,Radiomics Diagnostic Tool Based on Deep Learning for Colposcopy Image Classification.,10.3390/diagnostics12071694,eng,https://pubmed.ncbi.nlm.nih.gov/35885598/
